dataset,method,params,case,seed,status,l_bar,mean_accept_length,output_tokens,draft_rounds,draft_acceptance_rate,finish_reason,reached_final_channel,wall_time_seconds
gsm8k,cactus,alpha0.03,case_001,0,ok,3.6923076923076925,4.6923076923076925,305,65.0,0.6153846153846154,stop,True,1.5736774886026978
gsm8k,cactus,alpha0.03,case_002,0,ok,3.3846153846153846,4.384615384615385,58,13.0,0.5641025641025641,stop,True,0.5698957899585366
gsm8k,cactus,alpha0.03,case_003,0,ok,3.430051813471503,4.430051813471502,853,193.0,0.5716753022452504,stop,True,4.644403068348765
gsm8k,cactus,alpha0.03,case_004,0,ok,3.5454545454545454,4.545454545454545,249,55.0,0.5909090909090909,stop,True,1.288127965759486
gsm8k,cactus,alpha0.03,case_005,0,ok,3.0634920634920637,4.063492063492063,255,63.0,0.5105820105820106,stop,True,1.495942594949156
gsm8k,cactus,alpha0.03,case_006,0,ok,3.7088607594936707,4.708860759493671,742,158.0,0.6181434599156118,stop,True,3.963734180200845
gsm8k,cactus,alpha0.03,case_007,0,ok,3.4242424242424243,4.424242424242424,146,33.0,0.5707070707070707,stop,True,0.928309713024646
gsm8k,cactus,alpha0.03,case_008,0,ok,3.9297297297297296,4.929729729729729,912,185.0,0.6549549549549549,stop,True,4.664028335828334
gsm8k,cactus,alpha0.03,case_009,0,ok,3.1880341880341883,4.188034188034188,980,234.0,0.5313390313390314,stop,True,5.5053017139434814
gsm8k,cactus,alpha0.03,case_010,0,ok,2.72,3.72,186,50.0,0.4533333333333333,stop,True,1.2042455901391804
gsm8k,cactus,alpha0.03,case_011,0,ok,3.7341772151898733,4.734177215189874,374,79.0,0.6223628691983122,stop,True,1.9232444348745048
gsm8k,cactus,alpha0.03,case_012,0,ok,3.7534246575342465,4.7534246575342465,346,73.0,0.6255707762557078,stop,True,1.7323543820530176
gsm8k,cactus,alpha0.03,case_013,0,ok,3.08187134502924,4.08187134502924,696,171.0,0.51364522417154,stop,True,3.798168310895562
gsm8k,cactus,alpha0.03,case_014,0,ok,2.986206896551724,3.986206896551724,577,145.0,0.49770114942528737,stop,True,3.8995371591299772
gsm8k,cactus,alpha0.03,case_015,0,ok,2.9047619047619047,3.9047619047619047,165,42.0,0.48412698412698413,stop,True,1.4224661560729146
gsm8k,cactus,alpha0.03,case_016,0,ok,3.388888888888889,4.388888888888889,157,36.0,0.5648148148148148,stop,True,1.4262417843565345
gsm8k,cactus,alpha0.03,case_017,0,ok,4.468531468531468,5.468531468531468,779,143.0,0.7447552447552448,stop,True,4.346186333335936
gsm8k,cactus,alpha0.03,case_018,0,ok,3.2916666666666665,4.291666666666666,206,48.0,0.5486111111111112,stop,True,1.5800421829335392
gsm8k,cactus,alpha0.03,case_019,0,ok,3.8974358974358974,4.897435897435898,189,39.0,0.6495726495726496,stop,True,1.381955647841096
gsm8k,cactus,alpha0.03,case_020,0,ok,3.5692307692307694,4.569230769230769,296,65.0,0.5948717948717949,stop,True,2.153158427681774
gsm8k,cactus,alpha0.03,case_021,0,ok,3.2211538461538463,4.221153846153847,437,104.0,0.5368589743589743,stop,True,3.0628227293491364
gsm8k,cactus,alpha0.03,case_022,0,ok,3.2131147540983607,4.213114754098361,256,61.0,0.5355191256830601,stop,True,1.8614009278826416
gsm8k,cactus,alpha0.03,case_023,0,ok,3.1176470588235294,4.117647058823529,70,17.0,0.5196078431372549,stop,True,0.8134740507230163
gsm8k,cactus,alpha0.03,case_024,0,ok,3.3636363636363638,4.363636363636363,92,22.0,0.5606060606060606,stop,True,0.9048663186840713
gsm8k,cactus,alpha0.03,case_025,0,ok,3.4838709677419355,4.483870967741936,134,31.0,0.5806451612903226,stop,True,1.1325596761889756
